,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
151,Angular,Brad Traversy,Master Angular 5 from the basics to building an advanced application with Firebase s Firestore as well as authentication,4.5,6001,11.5,73,All Levels
152,Robot Framework Test Automation Level 1 Selenium,Bryan Lamb,Fastest and easiest way to do Selenium test automation  Mobile test automation  API test automation  and database too ,4.5,5996,6.5,76,Beginner
153,Complete Junior Senior Web Developer Roadmap 2021,Andrei Neagoie,Go from Junior Developer to Senior Developer  Learn all the technical skills Senior Web Developers know ,4.7,5952,36.5,422,Intermediate
154,Angular App Angular Material Angularfire NgRx,Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,Use Angular  Angular Material  Angularfire  Plus Firebase with Firestore  and NgRx to build a real Angular App,4.6,5926,11.5,140,All Levels
155,Complete Python Masterclass Learn Python Scratch,Ashutosh Pawar,Python course for beginners  Learn Python Programming   Python Web Framework Django  Flask  Web scraping and a lot more ,4.4,5926,33.5,344,All Levels
156,Node js Express MongoDB Complete Bootcamp 2021,Jonas Schmedtmann,Master Node by building a real world RESTful API and web app  with authentication  Node js security  payments and more ,4.7,5896,42.0,228,All Levels
157,GCP Complete Google Data Engineer Cloud Architect Guide,Loony Corn,The Google Cloud for ML with TensorFlow  Big Data with Managed Hadoop,4.2,5775,28.0,226,All Levels
158,Modern JavaScript Complete guide Novice Ninja,The Net Ninja  Shaun Pelling ,Learn Modern JavaScript from the very start to ninja level and build awesome JavaScript applications ,4.8,5745,19.0,173,All Levels
159,iOS 9 Swift 2 Beginner Paid Professional,Mark Wahlbeck  Devslopes by Mark Wahlbeck,The BEST online iOS 9 Swift 2 course online  Lets learn iOS 9 and Swift 2,4.3,5683,51.0,177,All Levels
160,Postman Complete Guide REST API Testing,Valentin Despa  Valentin Despa  Support ,Postman API testing for manual and automated tests  Automate with Newman  Jenkins or any other CI tool ,4.5,5688,14.0,138,All Levels
161,Typescript Complete Developer Guide 2020,Stephen Grider,Master Typescript by learning popular design patterns and building complex projects   Includes React and Express ,4.7,5658,24.5,278,All Levels
162,Unreal Engine 4 Complete Beginner Course,David Nixon,Learn Video Game Development and How To Design a Game From Scratch Using UE4,4.4,5634,10.0,79,All Levels
163,Complete Elasticsearch Masterclass Logstash Kibana,Imtiaz Ahmad,Learn how to build a search engine and break into big data by mastering Elasticsearch 6  Kibana and Logstash  ELK stack ,4.5,5626,6.0,26,All Levels
164,Web Development w Google golang Programming Language,Todd McLeod,Learn Web Programming from a University Professor in Computer Science with over 15 years of teaching experience ,4.6,5612,19.0,171,Intermediate
165,Node JS Advanced Concepts,Stephen Grider,Get advanced with Node Js  Learn caching with Redis  speed up through clustering  and add image upload with S3 and Node ,4.7,5598,16.0,166,Intermediate
166,Python Network Programming Network Engineers Python 3,David Bombal  Experts with David Bombal,Program networks using Python version 3  Learn network programmability with this practical GNS3 and Cisco course,4.7,5583,13.0,171,Beginner
167,Python Computer Vision OpenCV Deep Learning,Jose Portilla,Learn the latest techniques in computer vision with Python   OpenCV   and Deep Learning ,4.6,5526,14.0,92,Intermediate
168,Interactive Python Dashboards Plotly Dash,Jose Portilla,Learn how to create interactive plots and intelligent dashboards with Plotly  Python  and the Dash library ,4.6,5500,9.5,69,Intermediate
169,Informatica Tutorial Beginner Expert Level,Sid Inf,Become an expert in world s top Data Integration tool ,4.4,5453,35.0,289,All Levels
170,Complete 2020 Web Development Course Build 15 Projects,Development Island  UK ,The only course you need to become a full stack web developer  Covers HTML5  CSS3  JS  ES6  Node  APIs  Mobile and more ,4.4,5451,99.5,505,All Levels
171,Deep Learning Computer Vision Z OpenCV SSD GANs,Hadelin de Ponteves  Kirill Eremenko  SuperDataScience Team,Become a Wizard of all the latest Computer Vision tools that exist out there  Detect anything and create powerful apps ,4.4,5450,11.0,85,All Levels
172,Complete Elixir Phoenix Bootcamp,Stephen Grider,Master Functional Programming techniques with Elixir and Phoenix while learning to build compelling web applications ,4.5,5439,17.5,152,All Levels
173,Complete Step Step Java Testers,Lets Kode It,A Z guide for learning Java what s perfectly right for your Selenium WebDriver and Test Automation needs,4.4,5439,8.0,52,All Levels
174,Python 3 Deep Dive 1 Functional,Fred Baptiste,Variables  Functions and Functional Programming  Closures  Decorators  Modules and Packages,4.8,5397,44.5,158,Intermediate
175,Complete Oracle SQL Bootcamp 2021,Oracle Master Training   80 000  Students Worldwide  Code Star Academy,Become an In demand SQL Professional and Pass Oracle SQL 1Z0 071  OCA  Certification Exam Confidently ,4.5,5379,23.0,151,All Levels
176,Unreal Engine 4 Mastery Create Multiplayer Games CPlusPlus,Tom Looman  Epic Games,Unleash the power of CPlusPlus and Blueprint to develop Multiplayer Games with AI in this Epic Games approved course ,4.5,5369,17.5,147,All Levels
177,Learn DevOps CI CD Jenkins Pipelines Docker,Edward Viaene,Use Jenkins the DevOps way  Automate your Jenkins jobs by using Jenkins Pipelines  Docker  and the Jenkins Job DSL,4.3,5348,4.5,52,All Levels
178,Selenium Webdriver PYTHON Scratch Plus Frameworks,Rahul Shetty,BRAND NEW COURSE  Learn Python Programming and Selenium Python Automation from Basics to Advanced level Plus 5 LIVE Project,4.5,5335,18.5,127,All Levels
179,Java Stack Spring Boot Angular,in28Minutes Official,Become a Full Stack Java Developer  Build Your First Java Full Stack Application with Angular and Spring Boot ,4.5,5349,11.0,124,All Levels
180,Advanced Javascript,Asim Hussain,In only seven hours you will learn enough javascript to transform from a Junior JS Dev into a Senior JS Guru,4.6,5291,6.5,47,Intermediate
181,Python Flask Bootcamp Create Websites Flask,Jose Portilla,Create awesome websites using the powerful Flask framework for Python ,4.7,5270,20.0,127,All Levels
182,E Commerce Website PHP MySQL Scratch,Abdul Wali,Learn to Create an Online Store E COMMERCE website in PHP and MySQLi from scratch with Admin Panel ,4.2,5157,7.5,61,All Levels
183,Web Development Masterclass Complete Certificate Course,YouAccel Training,Learn to setup virtual cloud servers and develop database driven websites using the latest web technologies ,4.3,5140,20.5,367,All Levels
184,JavaScript Beginner Bootcamp 2021,Rob Merrill,JavaScript for Beginners  Projects based learning  whiteboard animations  coding in the browser and quizzes ,4.5,5134,38.5,388,Beginner
185,Oracle Database 12c SQL Certified Associate 1Z0 071,Khaled Alkhudari,Become Oracle SQL Certified   OCA     Covers ORACLE university track 100   All the presentations and scripts are attached,4.5,5134,20.0,183,All Levels
186,Django 2 2 Python Ultimate Web Development Bootcamp,Nick Walter,Build three complete websites  learn back and front end web development  and publish your site online with DigitalOcean,4.6,5115,10.0,78,Beginner
187,Unity Game Development Build 2D 3D Games,Mark Wahlbeck  Devslopes by Mark Wahlbeck,Learn Unity game design and 2D and 3D game development and make your own CHash games in Unity 3D,4.4,5101,35.5,116,Beginner
188,Python Beginners,Navin Reddy,Learn Fastest Growing language,4.5,5115,11.0,78,Beginner
189,Complete Python 3 Course Beginner Advanced,Ermin Kreponic  Suppoman  ,Complete Guide to learning how to program in Python  Go from Beginner to Advanced level in Python with coding exercises ,3.9,5083,8.0,73,All Levels
190,Microservices Node JS React,Stephen Grider,Build  deploy  and scale an E Commerce app using Microservices built with Node  React  Docker and Kubernetes,4.8,5113,54.0,616,All Levels
191,Java Spring Tutorial Masterclass Learn Spring Framework 5,Tim Buchalka  Tim Buchalka s Learn Programming Academy  Goran Lochert,Can t Find a good Spring Tutorial  Finally Understand Spring 5 With Spring Core  Spring MVC  Spring Boot 2 and more,4.5,5062,45.5,273,All Levels
192,Selenium WebDriver Python 3 x Novice Ninja,Lets Kode It,Join the best course to learn how to implement an automation framework from scratch using real web application,4.5,5026,31.0,223,All Levels
193,Coding Beginners 1 Learn Code,Applause Interactive,The perfect course for complete beginners  Friendly   No experience required  Go from scratch to coding a real app ,4.6,4951,8.0,34,Beginner
194,Software Development Better Requirements Gathering Skills,Robin Slee   Art   Illustration   iPad   Software Development,Boost Your Software Requirements Gathering Skills Today  Learn The Techniques That Work ,4.2,4924,1.5,16,All Levels
195,Complete UiPath RPA Developer Course Build 7 Robots,Leon Petrou,Master Robotic Process Automation  RPA  and UiPath   go from beginner to advanced ,4.5,4933,11.0,142,All Levels
196,Nuxt js Vue js Steroids,Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,Build highly engaging Vue JS apps with Nuxt js  Nuxt adds easy server side rendering and a folder based config approach ,4.7,4913,6.5,106,Intermediate
197,Webpack 2 Complete Developer Guide,Stephen Grider,Master Webpack 2 as you deploy web apps supported by Babel  code splitting  and ES2015 Modules ,4.4,4900,5.5,56,All Levels
198,Complete 2020 Fullstack Web Developer Course,Kalob Taulien,Learn HTML5  CSS3  JavaScript  Python  Wagtail CMS  PHP and MySQL from scratch ,4.7,4851,67.0,695,All Levels
199,Unit Testing CHash Developers,Mosh Hamedani,Master unit testing CHash code with NUnit and Moq  all about dependency injection  best practices and pitfalls to avoid,4.6,4815,6.0,86,All Levels
200,BuildPlusDeployPlusTest Jenkins 2 0,Karthik KK,Learn Jenkins 2 0 for end to end testing of applications,4.2,4810,6.5,50,All Levels
201,Python beginners Learn basics python,Yassin Marco,Learn how to program in python  python functions python basic apps   python tips and tricks    Other Python features,4.2,4757,5.0,29,Beginner
202,Design Patterns Java,Dmitri Nesteruk,Discover the modern implementation of design patterns in Java,4.3,4766,10.5,123,Intermediate
203,Practical Data Structures Algorithms Java Plus HW,Imtiaz Ahmad,Go from zero to hero in the most important algorithms and data structures using Java,4.6,4736,11.5,45,All Levels
204,Good Matlab Programmer 30 days,Hossein Tootoonchy,This is the last time  you wish you could be a Matlab Programmer,4.3,4735,15.0,122,All Levels
205,Modern React Bootcamp Hooks Context NextJS Router,Colt Steele,Just published  Follow the same curriculum I teach my students in SF  10Plus projects including one HUGE application ,4.7,4677,39.0,312,Beginner
206,React Native Advanced Concepts,Stephen Grider,Master the advanced topics of React Native  Animations  Maps  Notifications  Navigation and More ,4.2,4641,16.5,151,Intermediate
207,Web Developer Bootcamp Flask Python,Jose Salvatierra  Teclado by Jose Salvatierra,Become a Full Stack Web Developer using Flask  Python  HTML  CSS  and MongoDB ,4.5,4636,27.5,281,Intermediate
208,Deep Learning Prerequisites Linear Regression Python,Lazy Programmer Inc ,Data science  machine learning  and artificial intelligence in Python for students and professionals,4.5,4601,6.5,54,All Levels
209,Accelerated ES6 JavaScript Training,Maximilian Schwarzm ller,Learn and Use the Future of JavaScript   Today ,4.7,4583,6.0,115,Intermediate
210,Learn Git step step guide version control,Codingdojo  Inc ,Learn the basics of Git through detailed and easy to follow along screencasts  Start using Git today ,4.3,4581,1.5,25,Beginner
211,Complete Python PostgreSQL Developer Course,Rob Percival  Jose Salvatierra  Codestars by Rob Percival  Teclado by Jose Salvatierra,Build 9 projects master two essential and modern technologies in Python and PostgreSQL,4.5,4543,22.0,186,Beginner
212,iOS 11 Swift 4 Beginner Paid Professional,Mark Wahlbeck  Devslopes by Mark Wahlbeck,Build iOS Apps and Learn iOS 11  Swift 4  ARKit  Augmented Reality   CoreML  Machine Learning ,3.9,4516,43.5,187,Beginner
213,Learn Responsive Web Development Scratch,Eduonix Learning Solutions  Eduonix Tech  ,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,4.5,4515,4.5,25,All Levels
214,Tensorflow 2 0 Deep Learning Artificial Intelligence,Lazy Programmer Inc   Lazy Programmer Team,Neural Networks for Computer Vision  Time Series Forecasting  NLP  GANs  Reinforcement Learning  and More ,4.6,4528,21.0,129,All Levels
215,Scala Spark Big Data Machine Learning,Jose Portilla,Learn the latest Big Data technology   Spark and Scala  including Spark 2 0 DataFrames ,4.4,4511,10.0,80,All Levels
216,Build Real world App ASP NET Core Angular 2 4Plus,Mosh Hamedani,Build a full stack web app with ASP NET Core  Entity Framework Core and Angular 2  Angular 4Plus ,4.0,4451,10.5,162,Intermediate
217,React JS Web Development Essentials Bootcamp,David Joseph Katz,Bootcamp on the React js essentials  Gain a strong foundation of the core concepts  and build exciting and useful apps ,4.4,4441,11.0,125,All Levels
218,NestJS Zero Hero Modern TypeScript end Development,Ariel Weinberger,Develop and deploy enterprise back end applications following best practices using Node js and TypeScript,4.7,4442,8.5,132,All Levels
219,Accelerated JavaScript Training,Maximilian Schwarzm ller,Take a deep dive into JavaScript  a Must Know Language in Web Development  with a Hands on  Example driven Approach,4.5,4434,7.5,128,All Levels
220,SOLID Principles Introducing Software Architecture Design,Sujith George,Gain mastery over SOLID Principles and write clean and well designed code in Object Oriented Languages like Java etc ,4.5,4422,2.0,27,Beginner
